transaction_id,amount,merchant_category,hour,day_of_week,is_weekend,user_age,account_age_days,is_fraud,timestamp,amount_log,amount_bin,hour_bin
txn_000053,209.29,grocery,17,5,1,66,2171,0,2025-01-30 14:16:08.133684,5.348487530460613,high,afternoon
txn_000054,698.29,online,1,1,0,22,23,1,2025-08-12 14:16:08.133731,6.550065534593275,very_high,night
txn_000055,60.33,grocery,9,2,0,48,2839,0,2025-05-18 14:16:08.133766,4.116269119637892,medium,morning
txn_000056,12.41,gas_station,13,3,0,19,526,0,2025-03-15 14:16:08.133801,2.596000697293587,low,afternoon
txn_000057,52.57,retail,13,0,0,52,2457,0,2025-02-24 14:16:08.133836,3.980989209892869,medium,afternoon
txn_000058,103.24,gas_station,13,4,0,61,314,0,2025-08-10 14:16:08.133872,4.6466959328165895,high,afternoon
txn_000059,51.77,grocery,7,6,1,67,2112,0,2024-09-19 14:16:08.133915,3.9659428474175766,medium,morning
txn_000060,156.79,online,19,1,0,58,3297,0,2025-04-30 14:16:08.133951,5.061265035047578,high,evening
txn_000061,12.41,grocery,18,4,0,42,3378,0,2024-12-16 14:16:08.133986,2.596000697293587,low,afternoon
txn_000062,177.38,gas_station,8,1,0,65,1601,0,2025-05-18 14:16:08.134022,5.183916106238061,high,morning
txn_000063,5.08,retail,19,6,1,29,3470,0,2025-08-09 14:16:08.134056,1.8050046959780757,very_low,evening
txn_000064,17.69,restaurant,6,5,1,65,758,0,2025-02-16 14:16:08.134093,2.9279886214674717,low,night
txn_000065,8.65,grocery,9,0,0,58,105,0,2024-11-11 14:16:08.134129,2.2669579153508947,very_low,morning
txn_000066,36.49,grocery,20,3,0,22,3200,0,2025-07-28 14:16:08.134165,3.6240742307478206,low,evening
txn_000067,60.05,online,10,0,0,40,1197,0,2025-07-14 14:16:08.134200,4.111693200556713,medium,morning
txn_000068,16.46,grocery,20,4,0,52,1268,0,2024-12-30 14:16:08.134236,2.859912550411456,low,evening
txn_000069,32.82,grocery,20,3,0,27,983,0,2024-12-12 14:16:08.134271,3.5210523434704344,low,evening
txn_000070,7.85,online,14,4,0,75,1247,0,2025-07-24 14:16:08.134307,2.180417459019838,very_low,afternoon
txn_000071,22.57,retail,8,5,1,62,1886,0,2025-03-30 14:16:08.134341,3.1599747169480397,low,morning
txn_000072,16.14,restaurant,18,1,0,56,120,0,2024-09-10 14:16:08.134376,2.8414149131696336,low,afternoon
txn_000073,26.75,restaurant,19,3,0,30,783,0,2025-04-18 14:16:08.134411,3.3232358401924436,low,evening
txn_000074,118.05,grocery,18,3,0,74,1244,0,2024-10-14 14:16:08.134446,4.779543572932872,high,afternoon
txn_000075,71.58,gas_station,10,4,0,61,714,0,2024-10-09 14:16:08.134482,4.284689401784925,medium,morning
txn_000076,27.99,gas_station,8,0,0,35,2124,0,2024-10-21 14:16:08.134517,3.3669509429335642,low,morning
txn_000077,44.04,gas_station,20,6,1,71,3360,0,2025-08-10 14:16:08.134553,3.807550983831435,low,evening
txn_000078,28.69,retail,13,3,0,25,1175,0,2025-03-11 14:16:08.134589,3.3908102887756684,low,afternoon
txn_000079,18.16,grocery,15,4,0,45,2809,0,2025-07-12 14:16:08.134623,2.9528247725427144,low,afternoon
txn_000080,20.19,restaurant,14,3,0,37,2538,0,2024-12-25 14:16:08.134659,3.0535293722802077,low,afternoon
txn_000081,31.52,grocery,19,2,0,23,1647,0,2024-12-09 14:16:08.134694,3.48185528467961,low,evening
txn_000082,38.17,grocery,10,0,0,50,403,0,2025-03-29 14:16:08.134729,3.66791114767774,low,morning
txn_000083,93.42,restaurant,6,0,0,43,92,0,2024-09-14 14:16:08.134764,4.54775291511814,medium,night
txn_000084,16.54,restaurant,14,6,1,18,434,0,2025-08-16 14:16:08.134799,2.864483986944037,low,afternoon
txn_000085,36.96,gas_station,10,4,0,55,2848,0,2025-07-30 14:16:08.134835,3.636532973741727,low,morning
txn_000086,24.22,grocery,19,3,0,62,746,0,2024-11-07 14:16:08.134869,3.2276373305367736,low,evening
txn_000087,22.23,online,1,2,0,19,118,1,2024-10-20 14:16:08.134935,3.145444546782318,low,night
txn_000088,260.02,online,19,6,1,34,653,0,2024-10-23 14:16:08.134971,5.564597032739382,high,evening
txn_000089,191.59,retail,10,2,0,19,2152,0,2025-05-11 14:16:08.135005,5.2605635769361205,high,morning
txn_000090,5.87,grocery,16,0,0,51,1361,0,2025-03-09 14:16:08.135039,1.927164106234258,very_low,afternoon
txn_000091,140.38,restaurant,20,2,0,72,3207,0,2025-06-02 14:16:08.135073,4.951451300742808,high,evening
txn_000092,6.03,grocery,13,1,0,23,2130,0,2025-01-29 14:16:08.135108,1.9501867058225735,very_low,afternoon
txn_000093,31.33,grocery,16,0,0,68,2188,0,2025-03-24 14:16:08.135143,3.4759955917373415,low,afternoon
txn_000094,11.01,restaurant,13,2,0,49,3296,0,2025-05-21 14:16:08.135177,2.485739636091892,low,afternoon
txn_000095,53.93,grocery,18,1,0,36,1058,0,2025-05-22 14:16:08.135211,4.006059647354529,medium,afternoon
txn_000096,34.84,restaurant,10,1,0,43,3147,0,2025-06-05 14:16:08.135245,3.57906458810673,low,morning
txn_000097,20.32,grocery,16,0,0,74,2124,0,2025-01-20 14:16:08.135279,3.0596455992976437,low,afternoon
txn_000098,29.6,grocery,6,3,0,52,1306,0,2025-01-27 14:16:08.135313,3.4210000089583352,low,night
txn_000099,26.55,restaurant,13,6,1,43,57,0,2025-06-05 14:16:08.135347,3.3160025355989236,low,afternoon
txn_000100,77.59,online,20,3,0,60,1804,0,2024-11-21 14:16:08.135382,4.364244464878084,medium,evening
txn_000101,12.33,restaurant,8,4,0,42,1684,0,2025-07-25 14:16:08.135416,2.5900171341906173,low,morning
txn_000102,49.8,online,1,3,0,34,13,1,2025-07-28 14:16:08.135461,3.927896354584436,low,night
txn_000103,17.21,retail,8,3,0,35,2188,0,2025-05-03 14:16:08.135495,2.9019708937395166,low,morning
txn_000104,266.26,grocery,17,5,1,58,2690,0,2025-02-23 14:16:08.135529,5.588221967352915,high,afternoon
txn_000105,133.07,grocery,7,5,1,76,906,0,2025-01-05 14:16:08.135563,4.89836205161347,high,morning
txn_000106,26.94,grocery,19,6,1,79,2427,0,2025-03-23 14:16:08.135597,3.330059353828816,low,evening
txn_000107,3.39,grocery,12,4,0,48,1093,0,2025-07-17 14:16:08.135630,1.47932922708708,very_low,morning
txn_000108,39.41,online,16,0,0,23,147,0,2025-05-20 14:16:08.135665,3.6990772790903823,low,afternoon
txn_000109,82.09,online,8,2,0,19,876,0,2025-07-27 14:16:08.135700,4.41992435767689,medium,morning
txn_000110,17.07,retail,11,3,0,37,254,0,2025-05-01 14:16:08.135734,2.8942531046041373,low,morning
txn_000111,58.59,retail,6,5,1,55,1858,0,2025-04-05 14:16:08.135768,4.087487774758888,medium,night
txn_000112,79.99,restaurant,11,6,1,27,290,0,2025-04-06 14:16:08.135802,4.3943256902608985,medium,morning
txn_000113,6.14,retail,18,6,1,37,350,0,2025-05-13 14:16:08.135835,1.965712776351493,very_low,afternoon
txn_000114,219.75,atm,3,5,1,34,69,1,2024-12-29 14:16:08.135880,5.39703083948407,high,night
txn_000115,11.9,retail,10,2,0,26,2665,0,2025-07-18 14:16:08.135922,2.5572273113676265,low,morning
txn_000116,59.1,grocery,10,4,0,47,1344,0,2025-03-10 14:16:08.135956,4.096009841541162,medium,morning
txn_000117,54.45,retail,16,0,0,79,161,0,2024-12-28 14:16:08.135991,4.015481713796376,medium,afternoon
txn_000118,20.07,restaurant,13,0,0,68,2499,0,2025-07-30 14:16:08.136025,3.0478502278160975,low,afternoon
txn_000119,222.97,grocery,6,6,1,50,3084,0,2024-10-17 14:16:08.136059,5.411512114314379,high,night
txn_000120,13.67,restaurant,11,3,0,68,2631,0,2025-08-07 14:16:08.136094,2.6858045921548905,low,morning
txn_000121,44.12,restaurant,6,3,0,56,952,0,2025-03-18 14:16:08.136127,3.8093256071898036,low,night
txn_000122,11.12,grocery,12,1,0,21,2675,0,2025-08-12 14:16:08.136161,2.4948569806411682,low,morning
txn_000123,14.63,restaurant,15,6,1,55,1962,0,2024-10-23 14:16:08.136196,2.749192144433385,low,afternoon
txn_000124,25.28,restaurant,18,3,0,46,2124,0,2024-09-24 14:16:08.136230,3.26880819361641,low,afternoon
txn_000125,12.44,retail,16,3,0,68,1985,0,2024-11-13 14:16:08.136264,2.5982353350950036,low,afternoon
txn_000126,11.49,restaurant,15,6,1,23,741,0,2024-10-23 14:16:08.136299,2.5249283241374862,low,afternoon
txn_000127,19.83,grocery,16,1,0,30,3035,0,2025-05-03 14:16:08.136334,3.0363942552728806,low,afternoon
txn_000128,13.8,retail,21,6,1,73,1893,0,2025-05-08 14:16:08.136368,2.6946271807700692,low,evening
txn_000129,40.63,retail,20,4,0,71,80,0,2024-10-30 14:16:08.136413,3.728821061206884,low,evening
txn_000130,17.68,grocery,9,6,1,74,3102,0,2025-06-28 14:16:08.136446,2.9274534328006965,low,morning
txn_000131,20.18,restaurant,20,0,0,26,1362,0,2025-02-01 14:16:08.136479,3.0530573401732606,low,evening
txn_000132,77.65,gas_station,16,2,0,24,3311,0,2024-09-09 14:16:08.136512,4.365007629504287,medium,afternoon
txn_000133,3.25,grocery,16,5,1,76,1232,0,2025-03-23 14:16:08.136545,1.4469189829363254,very_low,afternoon
txn_000134,93.58,retail,16,0,0,45,1522,0,2024-09-19 14:16:08.136579,4.54944603721573,medium,afternoon
txn_000135,16.47,retail,6,6,1,39,2553,0,2025-02-14 14:16:08.136623,2.8604851241459652,low,night
txn_000136,11.47,retail,19,2,0,76,981,0,2024-10-08 14:16:08.136654,2.523325759691945,low,evening
txn_000137,10.83,retail,18,2,0,46,315,0,2025-08-04 14:16:08.136685,2.4706386779902956,low,afternoon
txn_000138,41.88,restaurant,11,5,1,67,3323,0,2024-10-07 14:16:08.136716,3.7584055167625467,low,morning
txn_000139,203.98,online,13,1,0,56,829,0,2025-03-13 14:16:08.136747,5.322912413403417,high,afternoon
txn_000140,84.41,retail,6,6,1,20,2037,0,2024-12-10 14:16:08.136778,4.4474631899580555,medium,night
txn_000141,1648.02,atm,0,0,0,20,51,1,2025-05-22 14:16:08.136820,7.407936451048814,extreme,
txn_000142,26.04,retail,19,3,0,63,2568,0,2025-03-10 14:16:08.136851,3.2973172511747633,low,evening
txn_000143,22.76,grocery,19,6,1,65,2031,0,2024-09-26 14:16:08.136883,3.168003494494444,low,evening
txn_000144,45.88,retail,17,4,0,18,2892,0,2025-08-11 14:16:08.136920,3.8475911452687575,low,afternoon
txn_000145,9.48,restaurant,7,3,0,72,425,0,2024-12-04 14:16:08.136952,2.349468678892896,very_low,morning
txn_000146,17.68,grocery,10,5,1,69,3607,0,2024-08-23 14:16:08.136984,2.9274534328006965,low,morning
txn_000147,115.78,retail,15,0,0,76,157,0,2025-04-29 14:16:08.137015,4.760291822855391,high,afternoon
txn_000148,79.02,grocery,14,2,0,71,1331,0,2025-08-18 14:16:08.137047,4.382276603429089,medium,afternoon
txn_000149,95.31,grocery,18,2,0,40,834,0,2024-09-30 14:16:08.137079,4.567572155572773,medium,afternoon
txn_000150,40.28,grocery,11,5,1,54,3254,0,2025-06-07 14:16:08.137110,3.720378121173307,low,morning
txn_000151,12.45,grocery,15,5,1,44,3388,0,2025-01-15 14:16:08.137141,2.598979106047848,low,afternoon
txn_000152,175.12,retail,12,4,0,34,2999,0,2025-02-13 14:16:08.137190,5.171165580887553,high,morning
txn_000153,91.32,restaurant,21,0,0,71,1416,0,2024-10-19 14:16:08.137222,4.52526080275979,medium,evening
txn_000154,26.44,retail,9,2,0,56,2821,0,2024-10-16 14:16:08.137255,3.3120018028576843,low,morning
txn_000155,110.79,gas_station,20,0,0,39,2146,0,2024-12-15 14:16:08.137288,4.716622111282234,high,evening
txn_000156,608.72,online,0,1,0,30,154,1,2025-06-10 14:16:08.137333,6.412999835393641,very_high,
txn_000157,7.25,restaurant,6,1,0,78,968,0,2025-07-28 14:16:08.137376,2.1102132003465894,very_low,night
txn_000158,54.58,gas_station,17,3,0,55,2943,0,2024-11-20 14:16:08.137427,4.017823424314358,medium,afternoon
txn_000159,56.41,gas_station,16,1,0,78,1070,0,2025-06-26 14:16:08.137462,4.050218504179545,medium,afternoon
txn_000160,39.56,online,13,0,0,48,2738,0,2025-01-19 14:16:08.137497,3.702782359282928,low,afternoon
txn_000161,8.71,online,21,0,0,42,2543,0,2024-11-27 14:16:08.137531,2.2731562823032334,very_low,evening
txn_000162,75.07,grocery,19,2,0,24,166,0,2025-02-27 14:16:08.137566,4.33165396900921,medium,evening
txn_000163,37.86,gas_station,16,5,1,35,3324,0,2025-05-11 14:16:08.137600,3.659965443949294,low,afternoon
txn_000164,29.73,online,0,1,0,22,171,1,2025-02-20 14:16:08.137645,3.425239376142393,low,
txn_000165,54.65,restaurant,12,4,0,66,3617,0,2025-01-24 14:16:08.137679,4.019082077721554,medium,morning
txn_000166,90.93,grocery,7,5,1,59,575,0,2024-12-14 14:16:08.137713,4.521027417875663,medium,morning
txn_000167,27.21,restaurant,18,6,1,49,1944,0,2024-10-24 14:16:08.137748,3.339676525013905,low,afternoon
txn_000168,19.74,restaurant,10,3,0,33,3541,0,2024-12-26 14:16:08.137781,3.032064202801381,low,morning
txn_000169,135.55,restaurant,19,4,0,56,369,0,2025-06-18 14:16:08.137815,4.916690847919714,high,evening
txn_000170,24.52,online,19,4,0,35,2011,0,2025-03-22 14:16:08.137849,3.239462458476589,low,evening
txn_000171,14.81,gas_station,10,0,0,26,428,0,2024-09-12 14:16:08.137883,2.7606426512213806,low,morning
txn_000172,58.15,online,12,2,0,63,3445,0,2025-06-21 14:16:08.137925,4.080076590424396,medium,morning
txn_000173,7.15,retail,14,3,0,21,1624,0,2024-09-07 14:16:08.137959,2.0980179272527715,very_low,afternoon
txn_000174,44.22,grocery,15,0,0,74,2295,0,2024-12-24 14:16:08.137994,3.811539466849824,low,afternoon
txn_000175,385.79,restaurant,13,6,1,22,83,0,2025-01-19 14:16:08.138028,5.9578819100908555,high,afternoon
txn_000176,22.8,restaurant,7,2,0,34,2293,0,2025-03-15 14:16:08.138062,3.169685580677429,low,morning
txn_000177,10.24,grocery,18,0,0,64,3190,0,2025-06-15 14:16:08.138096,2.419478844465545,low,afternoon
txn_000178,17.94,grocery,14,1,0,51,1385,0,2025-08-13 14:16:08.138130,2.9412760877579323,low,afternoon
txn_000179,22.47,retail,14,3,0,76,3327,0,2025-07-15 14:16:08.138164,3.1557230098629323,low,afternoon
txn_000180,32.04,gas_station,11,3,0,65,3050,0,2025-06-02 14:16:08.138198,3.497718948652777,low,morning
txn_000181,199.25,restaurant,18,1,0,46,2192,0,2024-10-03 14:16:08.138231,5.299566585948469,high,afternoon
txn_000182,65.49,retail,18,3,0,41,3248,0,2024-09-03 14:16:08.138266,4.197051560414364,medium,afternoon
txn_000183,209.92,retail,21,0,0,60,2634,0,2025-02-22 14:16:08.138300,5.351478914662269,high,evening
txn_000184,131.92,online,12,0,0,62,855,0,2025-07-22 14:16:08.138334,4.889747443486393,high,morning
txn_000185,63.35,online,15,6,1,70,1604,0,2025-06-01 14:16:08.138368,4.164336934042136,medium,afternoon
txn_000186,34.08,grocery,12,2,0,30,3147,0,2025-05-01 14:16:08.138401,3.5576311675039825,low,morning
txn_000187,118.92,grocery,13,4,0,77,477,0,2025-03-12 14:16:08.138435,4.786824853794342,high,afternoon
txn_000188,108.46,retail,17,4,0,47,2114,0,2024-11-17 14:16:08.138469,4.695559185715772,high,afternoon
txn_000189,26.14,online,21,0,0,21,760,0,2025-08-10 14:16:08.138504,3.301008654406723,low,evening
txn_000190,5.42,grocery,15,5,1,35,2383,0,2025-02-11 14:16:08.138538,1.8594181177018698,very_low,afternoon
txn_000191,86.92,retail,17,4,0,52,977,0,2025-08-15 14:16:08.138572,4.4764273100953655,medium,afternoon
txn_000192,21.13,online,21,1,0,75,2036,0,2025-01-08 14:16:08.138605,3.0969341540629585,low,evening
txn_000193,102.18,grocery,6,6,1,58,68,0,2024-11-10 14:16:08.138639,4.636475035816504,high,night
txn_000194,101.68,online,16,3,0,79,2825,0,2025-08-01 14:16:08.138673,4.6316173560029394,high,afternoon
txn_000195,122.8,retail,10,0,0,23,1712,0,2024-12-08 14:16:08.138707,4.818667360250496,high,morning
txn_000196,84.96,grocery,8,3,0,42,821,0,2024-11-21 14:16:08.138741,4.453882071774309,medium,morning
txn_000197,78.26,restaurant,21,0,0,77,2507,0,2025-03-30 14:16:08.138776,4.372733587762289,medium,evening
txn_000198,28.26,online,7,3,0,20,378,0,2025-02-22 14:16:08.138810,3.3762213955919784,low,morning
txn_000199,10.11,retail,15,0,0,63,556,0,2025-01-12 14:16:08.138844,2.4078456036515385,low,afternoon
txn_000200,48.18,retail,9,3,0,65,1046,0,2024-10-07 14:16:08.138878,3.8954870367880465,low,morning
txn_000201,15.53,grocery,10,2,0,41,613,0,2025-06-19 14:16:08.138925,2.8051769118329326,low,morning
txn_000202,21.07,retail,20,0,0,28,1354,0,2024-11-06 14:16:08.138959,3.094219220268645,low,evening
txn_000203,2.93,grocery,14,0,0,39,1141,0,2025-06-07 14:16:08.138993,1.3686394258811698,very_low,afternoon
txn_000204,33.0,grocery,11,1,0,50,743,0,2024-09-03 14:16:08.139028,3.5263605246161616,low,morning
txn_000205,10.4,online,6,3,0,47,2666,0,2025-03-21 14:16:08.139062,2.4336133554004498,low,night
txn_000206,40.26,retail,19,1,0,32,3071,0,2024-10-21 14:16:08.139096,3.7198935076431057,low,evening
txn_000207,11.44,retail,18,5,1,23,2086,0,2025-06-10 14:16:08.139132,2.5209170873110334,low,afternoon
txn_000208,202.75,gas_station,13,3,0,45,3419,0,2024-10-08 14:16:08.139166,5.316893752120972,high,afternoon
txn_000209,47.37,grocery,20,3,0,37,237,0,2024-10-12 14:16:08.139201,3.878879786834892,low,evening
txn_000210,18.55,retail,17,5,1,28,3055,0,2025-08-10 14:16:08.139235,2.972975286431375,low,afternoon
txn_000211,32.33,restaurant,18,2,0,68,2199,0,2025-06-28 14:16:08.139269,3.506457892319648,low,afternoon
txn_000212,58.63,retail,10,1,0,68,2019,0,2025-01-23 14:16:08.139303,4.0881588031350145,medium,morning
txn_000213,48.19,restaurant,21,1,0,76,3001,0,2024-12-22 14:16:08.139336,3.8956903508072482,low,evening
txn_000214,25.6,gas_station,19,3,0,75,986,0,2024-11-02 14:16:08.139370,3.2809112157876537,low,evening
txn_000215,6.24,online,17,1,0,77,2229,0,2025-02-26 14:16:08.139404,1.979621206397625,very_low,afternoon
txn_000216,21.99,restaurant,7,1,0,19,2412,0,2024-12-03 14:16:08.139438,3.1350593387750902,low,morning
txn_000217,35.75,retail,8,3,0,71,666,0,2025-04-13 14:16:08.139472,3.6041382256588457,low,morning
txn_000218,131.21,online,8,5,1,53,2829,0,2025-05-27 14:16:08.139506,4.884391567522005,high,morning
txn_000219,72.03,gas_station,19,4,0,72,2370,0,2025-07-12 14:16:08.139540,4.290870315632018,medium,evening
txn_000220,28.31,retail,13,6,1,37,159,0,2024-09-30 14:16:08.139574,3.377928754722801,low,afternoon
txn_000221,95.81,gas_station,14,4,0,19,3264,0,2024-12-04 14:16:08.139608,4.57275029473198,medium,afternoon
txn_000222,20.74,grocery,18,1,0,48,3496,0,2025-02-08 14:16:08.139641,3.0791538816930633,low,afternoon
txn_000223,46.83,restaurant,21,5,1,27,2921,0,2024-08-26 14:16:08.139675,3.8676530576922055,low,evening
txn_000224,63.37,grocery,6,3,0,71,2033,0,2025-04-23 14:16:08.139709,4.164647686064525,medium,night
txn_000225,8.23,retail,20,0,0,54,2382,0,2025-04-24 14:16:08.139743,2.222459048514761,very_low,evening
txn_000226,92.78,restaurant,17,1,0,37,2411,0,2024-11-02 14:16:08.139777,4.5409516136614405,medium,afternoon
txn_000227,42.05,retail,18,4,0,52,227,0,2024-12-20 14:16:08.139810,3.7623622308737397,low,afternoon
txn_000228,40.08,grocery,17,2,0,70,2319,0,2024-10-27 14:16:08.139844,3.7155213850603572,low,afternoon
txn_000229,63.95,gas_station,1,1,0,24,171,1,2024-11-01 14:16:08.139889,4.173617743116608,medium,night
txn_000230,12.96,grocery,12,6,1,38,158,0,2024-12-01 14:16:08.139935,2.6361960973342264,low,morning
txn_000231,63.07,online,11,1,0,39,1228,0,2025-02-10 14:16:08.139969,4.15997623565093,medium,morning
txn_000232,38.49,grocery,7,0,0,43,332,0,2025-06-07 14:16:08.140003,3.676047475298558,low,morning
txn_000233,47.7,retail,14,2,0,50,3102,0,2024-11-08 14:16:08.140038,3.885679030088544,low,afternoon
txn_000234,169.6,restaurant,15,5,1,19,1039,0,2025-06-20 14:16:08.140072,5.139321635057579,high,afternoon
txn_000235,10.52,gas_station,14,4,0,30,2662,0,2025-06-06 14:16:08.140106,2.444084655267745,low,afternoon
txn_000236,44.81,restaurant,11,5,1,55,48,0,2025-06-01 14:16:08.140140,3.8245024078986507,low,morning
txn_000237,15.1,restaurant,12,5,1,28,1397,0,2024-10-16 14:16:08.140174,2.7788192719904172,low,morning
txn_000238,100.41,restaurant,15,4,0,38,2905,0,2024-10-21 14:16:08.140208,4.619171705623905,high,afternoon
txn_000239,7.67,grocery,8,2,0,43,3368,0,2025-05-04 14:16:08.140242,2.1598687907924505,very_low,morning
txn_000240,33.21,online,10,5,1,65,1503,0,2025-04-27 14:16:08.140276,3.5325179989895132,low,morning
txn_000241,167.41,restaurant,14,4,0,51,333,0,2024-10-26 14:16:08.140310,5.126401482467963,high,afternoon
txn_000242,92.06,retail,19,4,0,76,2504,0,2025-08-01 14:16:08.140344,4.533244446416503,medium,evening
